Name.of.institution,UnitID,Sector,OPEID,Calendar.system
ITT Technical Institute-Knoxville,201955,3,145988,Academic
ITT Technical Institute-Bessemer,201964,3,145991,Academic
ITT Technical Institute-Richardson,201973,3,145961,Academic
ITT Technical Institute-Chantilly,201982,3,145987,Academic
ITT Technical Institute-Chattanooga,202046,3,145974,Academic
ITT Technical Institute-Lake Mary,202055,3,4100400,Academic
ITT Technical Institute-Hialeah,202073,3,4051343,Academic
ITT Technical Institute-Levittown,202134,6,4195600,Academic
ITT Technical Institute-Duluth,202152,3,4005300,Academic
ITT Technical Institute-Dunmore,202161,6,4110300,Academic
ITT Technical Institute-Murray,202170,3,72098885,Academic
ITT Technical Institute-Henderson,202222,3,3218301,Academic
ITT Technical Institute-Plymouth Meeting,202356,6,3010634,Academic
ITT Technical Institute-Las Vegas,202435,3,3010630,Academic
ITT Technical Institute-Charlotte North,202453,3,3010631,Academic
ITT Technical Institute-Nashville,202480,3,3698304,Academic
ITT Technical Institute-Greenville,202514,3,3698308,Academic
ITT Technical Institute-Norwood,202523,3,2241909,Academic
ITT Technical Institute-Columbia,202639,3,240100,Academic
ITT Technical Institute-Newburgh,202648,3,560100,Academic
ITT Technical Institute-Norfolk,202657,3,116100,Academic
ITT Technical Institute-Jacksonville,202684,3,229500,Academic
ITT Technical Institute-Louisville,202736,3,2166100,Academic
ITT Technical Institute-Arnold,202763,3,164000,Academic
ITT Technical Institute-Little Rock,202806,3,294000,Academic
ITT Technical Institute-Merrillville,202888,3,2513200,Academic
ITT Technical Institute-Portland,202903,3,354600,Academic
ITT Technical Institute-Orland Park,202912,3,217700,Academic
ITT Technical Institute-Rancho Cordova,202949,3,103100,Academic
ITT Technical Institute-Clovis,202985,3,2297000,Academic
ITT Technical Institute-Madison,203030,3,243000,Academic
ITT Technical Institute-DeSoto,203085,3,381600,Academic
ITT Technical Institute-San Antonio,203128,3,3103900,Academic
ITT Technical Institute-San Bernardino,203146,3,229900,Academic
ITT Technical Institute-Concord,203155,3,996300,Academic
ITT Technical Institute-Corona,203225,3,531800,Academic
ITT Technical Institute-Oakland,203234,3,575400,Academic
ITT Technical Institute-North Charleston,203289,3,358200,Academic
ITT Technical Institute-National City,203313,3,3079800,Academic
ITT Technical Institute-High Point,203331,3,4111300,Academic
ITT Technical Institute-Fort Myers,203368,3,161200,Academic
ITT Technical Institute-San Dimas,203386,3,3483500,Academic
ITT Technical Institute-Lathrop,203438,3,286400,Academic
ITT Technical Institute-Tallahassee,203447,3,3003600,Academic
ITT Technical Institute-Torrance,203456,3,4164700,Academic
ITT Technical Institute-Tucson,203465,3,675300,Academic
ITT Technical Institute-Wyoming,203474,3,569700,Academic
ITT Technical Institute-Youngstown,203483,3,2501500,Academic
ITT Technical Institute-Fort Wayne,203492,3,808700,Academic
ITT Technical Institute-Sylmar,203517,3,322100,Academic
ITT Technical Institute-Oxnard,203526,3,3956300,Academic
International Beauty School,203535,6,542900,Program
Anoka Technical College,203544,4,559900,Academic
Sanford-Brown College-Mendota Heights,203580,3,223700,Academic
Sanford-Brown College-Brooklyn Center,203599,3,399500,Academic
MedTech College,203614,6,2310800,Program
MedTech College-Greenwood Campus,203678,6,2144900,Program
MedTech College-Ft Wayne Campus,203720,6,119300,Program
MedTech College-Lexington Campus,203739,6,814500,Program
MedTech Institute-Orlando Campus,203748,9,705300,Program
Marinello Schools of Beauty-Las Vegas,203757,6,2241908,Program
Marinello Schools of Beauty-Reno,203775,6,117600,Program
Austin's School of Spa Technology,203845,9,791200,Program
Island Drafting and Technical Institute,203881,6,2168100,Academic
Long Island Beauty School-Hauppauge,203942,9,492000,Program
Hair Design Institute,203960,9,287400,Program
Hair Design Institute,204006,9,217600,Program
Long Island Beauty School-Hempstead,204015,9,3372300,Program
Beauty School of Middletown,204024,9,2241904,Program
Berkeley College-New York,204060,3,1034300,Academic
Mandl School-The College of Allied Health,204121,6,990200,Academic
Wood Tobe-Coburn School,204158,6,2242700,Academic
Antonelli Institute,204176,6,1172700,Academic
Kaplan Career Institute-Pittsburgh,204185,6,789200,Program
Pittsburgh Technical Institute,204194,6,2341300,Academic
Fountainhead College of Technology,204200,3,1005303,Academic
Delmarva Beauty Academy,204255,9,968400,Program
Paier College of Art Inc,204264,3,3960300,Academic
American Academy of Dramatic Arts-New York,204307,5,454900,Academic
American Academy of Dramatic Arts-Los Angeles,204316,5,717100,Academic
LIM College,204334,3,553200,Academic
School of Visual Arts,204422,3,549800,Academic
Hussian School of Art,204431,3,499900,Academic
The Art Institute of Pittsburgh,204440,3,2228300,Academic
The Art Institute of Pittsburgh,204459,3,535400,Academic
The Art Institute of Pittsburgh-Online Division,204468,3,317600,Academic
The Art Institute of Pittsburgh-Online Division,204486,3,769100,Academic
Choffin Career  and Technical Center,204501,7,704700,Academic
Marinello Schools of Beauty-Los Angeles,204592,9,524500,Program
Newbury College,204608,2,526700,Academic
The New England Institute of Art,204617,3,402500,Academic
TESST College of Technology-Baltimore,204626,6,487800,Program
Vatterott College-Spring Valley,204635,6,111800,Academic
Vatterott College-Fairview Heights,204662,9,3155500,Program
Berkeley College-Woodland Park,204671,3,925900,Academic
Apex Technical School,204680,9,166900,Program
Continental School of Beauty Culture-Rochester,204699,9,248600,Program
Continental School of Beauty Culture-Mattydale,204705,9,240500,Program
Suwannee-Hamilton Technical Center,204714,7,120100,Program
Florida Panhandle Technical College,204723,4,174700,Program
Chester County Intermediate Unit,204769,7,2601600,Program
Academy of Art University,204778,3,174200,Academic
Finger Lakes Community College,204796,4,360100,Academic
Cosumnes River College,204802,4,359600,Academic
Missouri Baptist University,204820,2,291900,Academic
Appalachian Bible College,204839,2,3730300,Academic
Westwood College-Denver North,204848,3,286000,Academic
Westwood College-Denver South,204857,3,185700,Academic
Westwood College-Anaheim,204866,3,676800,Academic
Westwood College-Inland Empire,204884,3,190200,Academic
Coyne College,204893,6,795000,Program
Lakes Region Community College,204909,4,260100,Academic
Fort Myers Institute of Technology,204936,4,528000,Program
River Valley Community College,204945,4,1227200,Academic
Helena College University of Montana,204963,4,107200,Academic
American Musical and Dramatic Academy,204981,2,997600,Academic
Empire Beauty School-Queens,205027,9,916300,Program
Empire Beauty School-Paramus,205054,9,100700,Program
Empire Beauty School-Jersey City,205124,9,3030000,Program
Empire Beauty School-Hurstborne,205142,6,808100,Program
The Hair Design School-E Greensboro,205179,9,165500,Program
Empire Beauty School-Dixie,205203,6,165200,Program
Empire Beauty School-Thornton,205391,6,769300,Program
Empire Beauty School-Warminster,205443,9,377900,Program
Empire Beauty School-Morrow,205470,9,830800,Program
Empire Beauty School-Cherry Hill,205513,9,362800,Program
Empire Beauty School-Jackson,205522,9,193000,Program
Empire Beauty School-Indianapolis,205531,9,167500,Program
The Hair Design School-Winston-Salem,205559,9,353900,Program
Aims Community College,205568,4,675600,Academic
Capri College-Dubuque,205610,6,2568800,Program
Parisian Beauty School,205647,9,2315400,Program
Hocking College,205841,4,360800,Academic
International Beauty School 4,205887,6,128600,Program
Northeastern Technical College,205957,4,300700,Academic
Concorde Career College-North Hollywood,205966,6,226700,Program
E Q School of Hair Design,206002,6,242700,Program
Carnegie Institute,206011,6,208900,Academic
Capital Community College,206039,4,125900,Academic
Fayetteville Technical Community College,206048,4,2111100,Academic
Lake Land College,206084,4,768700,Academic
Rocky Mountain College of Art and Design,206093,3,3127900,Academic
American College of Hairstyling-Cedar Rapids,206154,6,116600,Program
American College of Hairstyling-Des Moines,206172,6,354000,Program
La James College of Hairstyling and Cosmetology,206181,6,376100,Program
Southwest Wisconsin Technical College,206224,4,128400,Academic
Spartan College of Aeronautics and Technology,206279,3,402400,Academic
Kishwaukee College,206321,4,485200,Academic
Southern University at Shreveport,206330,4,111900,Academic
James Sprunt Community College,206349,4,224000,Academic
Kankakee Community College,206358,4,101800,Academic
McHenry County College,206394,4,287300,Academic
Moraine Valley Community College,206437,4,2532200,Academic
Shawnee Community College,206446,4,576300,Academic
College of Lake County,206482,4,560000,Academic
Columbia College,206491,4,190600,Academic
Skyline College,206507,4,1014700,Academic
Capri College-Davenport,206525,6,690100,Program
County College of Morris,206589,4,3096400,Academic
Burlington County College,206604,4,544800,Academic
Raritan Valley Community College,206613,4,377300,Academic
Southern Arkansas University Tech,206622,4,576000,Academic
Josef's School of Hair Design Inc-Fargo Downtown,206631,6,298300,Program
Southeast Technical Institute,206695,4,1245200,Academic
Lansdale School of Business,206783,6,528200,Academic
New Castle School of Trades,206817,6,527700,Program
Kaplan Career Institute-Broomall,206835,6,798800,Program
Tennessee College of Applied Technology-Dickson,206862,4,798700,Program
Star Career Academy-New York,206880,9,315800,Program
Star Career Academy_Brick,206905,9,291700,Program
Star Career Academy-Egg Harbor,206914,9,2508300,Program
Brookstone College-Charlotte,206923,9,164900,Program
Brookstone College-Greensboro,206932,9,286100,Program
The Art Institute of Portland,206941,3,573400,Academic
Triangle Tech Inc-Pittsburgh,206969,6,525400,Academic
New England Institute of Technology,206996,2,315300,Academic
Hillsborough Community College,207041,4,286300,Academic
George C Wallace State Community College-Hanceville,207050,4,164800,Academic
Sampson Community College,207069,4,693800,Academic
Flagler College-St Augustine,207087,2,1104600,Academic
Butte Academy of Beauty Culture,207102,6,1167200,Program
Virgil's Beauty College,207157,9,822800,Program
Thaddeus Stevens College of Technology,207166,4,2361400,Academic
Franklin County Career and Technology Center,207209,7,559400,Program
Paul Mitchell the School-Arkansas,207236,9,296400,Program
Concorde Career College-San Diego,207254,6,266304,Program
Front Range Community College,207263,4,776400,Academic
Lincoln College of Technology-Columbia,207272,6,360900,Program
Lincoln College of Technology-Indianapolis,207281,6,121400,Program
Lincoln College of Technology-Nashville,207290,6,460800,Program
Lincoln College of Technology-Grand Prairie,207306,6,976400,Program
Lincoln College of Technology-Denver,207324,6,920404,Program
Lincoln Technical Institute-Allentown,207351,6,161300,Program
Lincoln Technical Institute-South Plainfield,207388,6,3116600,Program
Lincoln Technical Institute-Whitestone,207397,9,826900,Program
Lincoln Technical Institute-Mahwah,207403,9,126800,Program
Lincoln Technical Institute-Union,207449,9,3396500,Program
College of Hair Design,207458,6,107900,Program
Wilmington University,207500,2,993600,Academic
West Shore Community College,207537,4,535100,Academic
Normandale Community College,207564,4,3542400,Academic
South Piedmont Community College,207582,4,1036400,Academic
Halifax Community College,207607,4,163800,Academic
Bladen Community College,207625,4,1070000,Academic
Martin Community College,207661,4,393100,Academic
California State University-Bakersfield,207670,1,2115300,Academic
Gateway Community College,207689,4,112400,Academic
Middlesex Community College,207704,4,855700,Academic
Concorde Career College-Garden Grove,207722,6,576100,Program
Butte College,207740,4,681100,Academic
Saint John Vianney College Seminary,207786,2,693100,Academic
John A Logan College,207847,4,932200,Academic
Springfield Technical Community College,207856,4,295800,Academic
State Fair Community College,207865,4,885500,Academic
Carteret Community College,207935,4,123900,Academic
Cleveland Community College,207962,4,548800,Academic
Haywood Community College,207971,4,828400,Academic
McDowell Technical Community College,208017,4,766900,Academic
